Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for windows-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 17:52:25 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33469572k(19482664k free), swap 33469572k(15755360k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC -XX:+UseParallelOldGC 
2018-03-03T23:59:15.926+0300: 159.430: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 480656K->311880K(522240K), 0.0341189 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:31.037+0300: 174.541: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 482376K->313640K(522240K), 0.0328067 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:31.150+0300: 174.654: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 484136K->315352K(522240K), 0.0337992 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:31.258+0300: 174.762: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 485848K->317112K(522240K), 0.0344704 secs] [Times: user=0.20 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:31.365+0300: 174.869: [GC (Allocation Failure) [PSYoungGen: 172352K->1856K(172544K)] 487608K->318848K(522240K), 0.0356083 secs] [Times: user=0.19 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:31.484+0300: 174.988: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 489344K->320552K(522240K), 0.0348833 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:31.594+0300: 175.098: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 491048K->322320K(522240K), 0.0375283 secs] [Times: user=0.20 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:31.704+0300: 175.207: [GC (Allocation Failure) [PSYoungGen: 172352K->1888K(172544K)] 492816K->324080K(522240K), 0.0371978 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:31.821+0300: 175.324: [GC (Allocation Failure) [PSYoungGen: 172384K->1824K(172544K)] 494576K->325752K(522240K), 0.0345338 secs] [Times: user=0.17 sys=0.02, real=0.03 secs] 
2018-03-03T23:59:31.929+0300: 175.433: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 496248K->327496K(522240K), 0.0372690 secs] [Times: user=0.20 sys=0.00, real=0.04 secs] 
2018-03-03T23:59:47.040+0300: 190.543: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 497992K->329256K(522240K), 0.0348833 secs] [Times: user=0.17 sys=0.00, real=0.04 secs] 
